aX,aY,aZ,gX,gY,gZ
-0.224,-0.554,-0.153,-92.468,-309.998,-63.477
-0.276,-0.575,0.031,-99.976,-293.030,-51.514
-0.280,-0.604,0.118,-108.826,-276.855,-22.278
-0.289,-0.643,0.326,-108.154,-272.278,-4.639
-0.302,-0.628,0.428,-96.497,-252.808,38.696
-0.267,-0.647,0.687,-96.069,-246.277,63.232
-0.223,-0.608,0.786,-109.070,-246.277,86.365
-0.188,-0.550,0.888,-140.442,-224.426,130.737
-0.106,-0.435,1.188,-172.363,-210.937,148.499
-0.042,-0.373,1.370,-234.802,-164.490,178.223
0.196,-0.342,1.701,-233.520,-120.056,193.726
0.339,-0.320,1.797,-205.139,-18.677,213.684
0.548,-0.123,1.776,-194.031,36.011,220.642
0.584,0.021,1.739,-185.303,145.325,241.577
0.674,0.376,1.547,-181.763,198.791,256.653
0.764,0.593,1.402,-169.800,294.495,277.039
0.922,1.111,1.008,-155.273,346.497,273.987
1.042,1.347,0.732,-137.756,406.128,256.165
1.175,1.545,0.439,-105.103,503.174,164.673
1.152,1.746,0.027,-78.918,520.813,98.755
0.974,1.691,-0.115,-17.334,452.942,-54.993
0.746,1.487,-0.504,0.671,374.023,-132.019
0.757,1.309,-0.753,43.640,224.121,-235.901
1.118,0.748,-1.178,71.045,175.537,-267.029
1.227,0.530,-1.267,96.191,138.062,-295.959
1.055,0.387,-1.478,141.602,85.571,-345.642
0.915,0.334,-1.542,158.813,67.932,-368.835
0.781,0.250,-1.543,148.560,10.193,-414.734
0.458,-0.012,-1.533,128.845,-25.940,-418.152
0.333,-0.156,-1.488,74.890,-68.604,-362.854
0.155,-0.431,-1.346,39.124,-87.646,-317.078
0.064,-0.609,-1.229,-31.860,-163.452,-219.116
-0.076,-0.892,-0.894,-57.007,-207.520,-177.185
-0.088,-0.983,-0.740,-64.209,-258.911,-113.647
-0.070,-1.027,-0.501,-49.988,-267.090,-87.891
-0.072,-0.980,-0.424,-29.358,-275.391,-45.471
-0.129,-0.832,-0.318,-36.743,-282.227,-29.419
-0.166,-0.789,-0.228,-85.449,-287.659,3.540
-0.183,-0.755,0.091,-112.427,-280.457,23.254
-0.174,-0.728,0.276,-132.690,-267.029,44.556
-0.127,-0.594,0.614,-159.241,-234.009,86.426
-0.084,-0.548,0.806,-173.035,-218.811,104.553
-0.006,-0.530,1.019,-206.482,-180.115,133.118
0.100,-0.460,1.424,-224.487,-155.945,140.259
0.100,-0.361,1.552,-226.013,-85.876,154.846
0.252,-0.195,1.635,-214.661,-40.466,165.161
0.399,-0.129,1.570,-209.351,72.144,176.208
0.505,0.020,1.326,-211.975,134.827,176.025
0.469,0.110,1.171,-211.121,241.455,175.537
0.471,0.256,0.829,-203.003,285.522,178.467
0.479,0.339,0.648,-188.110,327.148,181.763
0.474,0.447,0.457,-142.395,421.692,182.251
0.497,0.632,0.114,-131.592,472.046,176.514
0.516,0.649,-0.048,-158.875,554.077,143.799
0.588,0.578,-0.367,-191.833,581.726,117.432
0.564,0.504,-0.438,-255.981,609.314,64.392
0.272,0.303,-0.589,-264.526,603.027,47.363
0.121,0.203,-0.644,-222.900,566.589,59.021
0.105,0.035,-0.870,-180.969,551.880,79.773
0.108,0.018,-1.140,-139.099,535.767,93.445
0.037,0.039,-1.411,-89.661,466.431,96.375
-0.050,0.184,-1.718,-83.740,413.452,97.595
-0.039,0.266,-1.772,-105.041,292.053,103.516
-0.019,0.281,-1.646,-121.460,229.797,105.957
0.004,0.253,-1.529,-127.380,124.512,96.924
0.043,0.181,-1.396,-117.737,88.867,81.116
0.030,0.079,-1.327,-82.886,59.021,40.833
0.016,-0.055,-1.227,-58.716,64.819,27.771
0.026,-0.001,-1.237,-39.551,77.026,22.400
0.054,0.094,-1.246,-50.049,88.013,25.330
0.095,0.090,-1.055,-74.524,85.083,27.893
0.105,-0.033,-0.842,-81.787,97.656,31.982
0.152,-0.120,-0.606,-55.847,115.845,28.015
0.158,-0.120,-0.597,1.587,140.259,3.967
-0.854,0.453,-2.398,3.845,112.000,-9.033
-1.131,0.206,-2.542,-82.092,-99.426,5.188
0.297,-0.402,-0.888,-62.988,-114.807,16.724
0.211,-0.273,-1.050,-13.855,-49.072,7.385
0.074,-0.152,-1.188,26.245,15.808,-0.244
0.185,-0.118,-1.037,31.128,7.324,3.113
0.211,-0.038,-1.000,34.607,1.892,1.099
0.098,0.146,-1.091,25.452,0.244,0.000
0.042,0.169,-1.085,1.892,-2.563,-2.625
-0.039,0.126,-1.041,-4.456,0.183,-4.822
-0.054,0.078,-1.004,-9.949,5.554,-5.798
-0.068,-0.002,-0.976,-10.315,5.920,-5.005
-0.078,-0.019,-0.981,-11.780,3.784,-4.150
-0.092,-0.037,-0.982,-12.817,3.357,-3.540
-0.091,-0.041,-0.983,-9.583,4.272,-2.014
-0.077,-0.033,-0.989,-5.981,4.395,-1.465
-0.066,-0.023,-0.987,-3.418,3.479,-0.610
-0.068,-0.021,-0.978,-2.686,-1.221,0.977
-0.073,-0.018,-0.982,-2.869,-3.662,1.648
-0.068,-0.010,-0.983,-2.563,-6.592,2.563
-0.059,0.005,-0.991,-1.770,-6.836,2.808
-0.053,0.014,-1.005,-0.793,-4.761,2.502
-0.043,0.003,-1.022,-1.221,-3.906,2.075
-0.036,-0.013,-1.028,-1.892,-5.188,2.869
-0.024,-0.033,-1.028,-2.136,-6.531,2.686

0.286,0.815,-1.844,206.726,-119.019,-166.626
0.209,0.855,-1.964,156.555,-124.939,-200.073
0.220,0.885,-1.968,109.863,-128.052,-200.623
0.266,0.840,-1.829,34.912,-151.367,-209.412
0.262,0.659,-1.592,22.522,-168.823,-222.656
0.260,0.588,-1.551,35.339,-200.134,-252.930
0.247,0.561,-1.526,45.898,-210.571,-267.212
0.226,0.551,-1.496,49.744,-219.666,-281.067
0.165,0.502,-1.470,42.969,-242.065,-300.720
0.070,0.367,-1.429,35.645,-245.422,-301.331
0.035,0.304,-1.402,4.883,-270.630,-311.035
-0.106,0.175,-1.303,-17.578,-296.570,-321.655
-0.166,0.086,-1.227,-62.256,-318.726,-344.421
-0.356,-0.236,-0.981,-62.134,-313.171,-343.994
-0.458,-0.367,-0.876,-4.883,-309.509,-296.753
-0.661,-0.437,-0.831,18.494,-317.932,-266.418
-0.757,-0.486,-0.793,-5.859,-372.253,-212.097
-0.658,-0.672,-0.567,-32.043,-398.560,-180.969
-0.642,-0.768,-0.416,-59.814,-386.414,-110.291
-0.557,-0.899,-0.078,-66.162,-375.793,-77.515
-0.478,-0.865,0.021,-75.256,-336.426,-30.090
-0.397,-0.692,0.114,-88.989,-307.434,-12.451
-0.397,-0.637,0.213,-136.169,-257.935,25.146
-0.325,-0.651,0.653,-151.917,-237.793,46.875
-0.253,-0.641,0.851,-158.447,-218.262,68.481
-0.190,-0.567,0.967,-156.372,-168.762,111.450
-0.074,-0.407,1.141,-152.527,-139.771,135.376
-0.012,-0.330,1.255,-158.447,-98.755,184.998
0.109,-0.077,1.478,-161.682,-82.092,210.632
0.218,0.073,1.589,-184.814,-39.063,269.043
0.588,0.509,1.702,-193.665,-4.089,297.363
0.842,0.695,1.716,-166.382,109.680,336.365
1.146,1.095,1.441,-175.720,162.598,327.515
1.123,1.303,1.256,-222.351,260.620,262.451
1.233,1.536,0.852,-230.957,302.307,213.562
1.250,1.625,0.624,-219.604,335.144,156.372
1.212,1.629,0.431,-111.877,374.145,39.917
0.988,1.359,0.212,-51.331,353.638,-18.127
1.060,1.269,0.007,83.862,281.555,-111.328
1.099,1.025,-0.328,158.691,256.348,-143.494
1.166,0.962,-0.554,238.586,214.783,-201.172
1.198,1.024,-1.055,250.549,198.181,-230.103
1.034,1.052,-1.247,257.446,173.340,-277.710
0.864,0.911,-1.437,243.652,151.489,-300.598
0.818,0.758,-1.460,222.107,112.183,-324.951
0.710,0.576,-1.455,190.430,16.418,-341.980
0.569,0.242,-1.383,183.289,-15.076,-326.172
0.493,0.111,-1.362,171.631,-56.152,-274.963
0.348,-0.073,-1.318,161.316,-81.665,-252.014
0.297,-0.163,-1.262,127.930,-143.372,-224.915
0.184,-0.403,-1.132,107.239,-170.288,-214.539
0.154,-0.524,-1.058,72.876,-201.660,-187.744
0.096,-0.690,-0.894,59.387,-207.031,-173.523
0.056,-0.739,-0.821,27.893,-221.008,-148.621
-0.109,-0.760,-0.656,0.671,-229.675,-136.536
-0.159,-0.791,-0.520,-36.316,-234.497,-120.544
-0.145,-0.885,-0.156,-120.117,-231.567,-74.341
-0.137,-0.884,0.031,-151.489,-221.924,-46.509
-0.136,-0.890,0.238,-176.758,-191.772,17.334
-0.114,-0.948,0.661,-160.461,-179.382,52.979
-0.005,-1.054,0.827,-92.529,-175.598,112.732
0.224,-0.853,0.989,-133.301,-203.064,119.812
0.290,-0.569,1.061,-248.535,-201.721,131.409
0.521,-0.232,1.319,-280.273,-148.071,147.705
0.595,-0.095,1.454,-369.202,-18.188,181.274
0.648,0.190,1.748,-409.546,33.508,199.158
0.745,0.340,1.837,-397.217,122.986,232.300
0.926,0.780,1.680,-351.990,172.363,236.450
1.022,0.999,1.438,-296.021,226.929,227.234
1.112,1.197,1.128,-184.814,337.891,163.086
1.312,1.347,0.668,-123.474,393.372,117.249
1.323,1.286,0.576,-36.926,440.124,11.230
0.990,1.047,0.322,-19.897,416.443,-50.171
0.758,0.931,0.068,36.316,300.659,-165.710
0.732,0.732,-0.512,107.239,264.038,-189.880
0.918,0.620,-0.810,169.006,228.577,-207.275
1.077,0.475,-1.297,185.059,159.302,-253.784
0.994,0.369,-1.405,157.715,142.578,-271.423
0.836,0.245,-1.462,93.811,118.225,-277.649
0.499,-0.103,-1.420,67.993,101.746,-259.766
0.384,-0.279,-1.349,2.686,28.076,-185.303
0.306,-0.660,-1.104,-36.194,-26.672,-138.245
0.322,-0.878,-0.899,-70.679,-109.131,-55.908
0.292,-0.993,-0.560,-62.683,-121.338,-25.452
0.253,-0.835,-0.515,-81.787,-116.516,17.212
0.281,-0.502,-0.466,-138.977,-111.572,36.316
0.316,-0.455,-0.322,-304.565,-87.769,81.848
0.349,-0.500,0.149,-362.427,-61.646,104.614
0.365,-0.497,0.365,-385.193,-26.489,125.732
0.432,-0.448,0.641,-354.980,51.392,166.016
0.470,-0.347,0.670,-324.829,85.999,182.068
0.533,-0.194,0.641,-274.109,161.682,202.759
0.679,0.054,0.481,-261.230,201.477,205.017
0.708,0.157,0.343,-256.042,271.240,195.496
0.652,0.336,0.142,-249.023,304.687,189.636
0.590,0.426,0.038,-203.857,367.065,178.711
0.633,0.557,-0.339,-174.561,390.869,165.161
0.703,0.564,-0.520,-148.926,407.471,144.104
0.635,0.456,-0.753,-106.018,402.527,87.769
0.463,0.366,-0.823,-81.055,367.981,58.899
0.380,0.329,-0.939,-32.043,274.292,29.846
0.360,0.357,-1.259,-23.071,245.239,30.334
0.394,0.382,-1.404,-36.865,223.267,30.518
0.375,0.342,-1.490,-48.218,220.520,24.841
0.317,0.254,-1.426,-51.270,189.636,3.845
0.172,0.134,-1.310,-35.706,159.668,-2.502
0.175,0.162,-1.346,1.404,103.027,5.310
0.257,0.274,-1.449,0.854,83.008,11.230
0.275,0.263,-1.413,-16.418,69.885,13.062
0.270,0.190,-1.324,-54.077,62.500,5.859
0.208,0.015,-1.184,-53.955,63.293,1.892
0.158,-0.018,-1.192,-22.583,59.875,1.587
0.091,0.035,-1.261,-6.653,53.406,3.967
0.096,0.091,-1.273,1.526,35.522,8.240
0.139,0.169,-1.220,-4.089,27.710,8.301
0.154,0.167,-1.166,-11.353,22.888,6.653
0.170,0.092,-1.096,-17.700,19.958,1.343
0.169,0.056,-1.082,-15.198,18.005,-0.305
0.165,0.034,-1.070,-4.150,11.536,-1.465

0.255,0.837,-1.563,190.369,-106.995,-138.000
0.261,0.932,-1.567,226.868,-130.981,-178.223
0.315,1.030,-1.538,238.159,-139.771,-195.435
0.381,1.071,-1.547,240.967,-159.180,-243.835
0.426,1.096,-1.566,230.835,-173.096,-274.963
0.399,1.021,-1.498,203.918,-210.144,-329.956
0.421,0.814,-1.299,196.716,-231.689,-356.140
0.389,0.700,-1.193,195.801,-264.648,-415.405
0.236,0.333,-1.063,216.614,-274.963,-436.096
0.249,0.248,-1.057,259.094,-282.654,-437.012
0.276,0.283,-1.100,312.744,-276.245,-399.658
0.122,0.316,-1.248,280.640,-269.836,-379.456
0.051,0.203,-1.248,152.588,-288.574,-344.116
-0.102,-0.251,-0.989,102.295,-283.569,-329.773
-0.208,-0.480,-0.793,63.782,-244.568,-301.880
-0.296,-0.772,-0.587,67.322,-237.427,-284.363
-0.317,-0.880,-0.559,67.627,-260.925,-244.019
-0.266,-1.099,-0.459,55.969,-267.700,-223.694
-0.299,-1.175,-0.349,15.320,-263.489,-172.485
-0.328,-1.206,-0.071,-22.156,-275.330,-139.282
-0.314,-1.161,0.060,-73.914,-257.996,-64.697
-0.282,-1.109,0.378,-92.468,-234.497,-27.161
-0.233,-1.046,0.523,-165.833,-208.740,37.170
-0.056,-0.759,0.713,-208.496,-189.697,65.735
0.039,-0.638,0.845,-249.573,-157.654,95.276
0.242,-0.425,1.270,-340.271,-67.017,164.795
0.366,-0.342,1.494,-370.789,-12.329,199.829
0.484,-0.250,1.656,-367.981,66.589,247.437
0.745,0.109,1.594,-339.844,97.229,261.780
0.916,0.323,1.440,-294.739,159.790,258.850
1.078,0.824,1.068,-296.326,186.768,234.131
1.080,1.029,0.897,-284.973,250.122,164.429
1.045,1.271,0.529,-256.409,283.020,129.822
1.105,1.313,0.328,-213.257,309.204,95.886
1.160,1.307,0.149,-96.191,330.078,21.667
1.075,1.181,-0.120,-41.565,315.613,-25.330
1.014,1.102,-0.260,18.677,226.196,-131.470
1.095,0.988,-0.761,36.438,173.950,-178.589
1.180,0.885,-0.970,134.460,142.212,-224.304
1.161,0.588,-1.070,181.946,131.409,-240.234
1.084,0.523,-1.068,226.379,78.186,-292.725
0.771,0.450,-1.112,237.183,42.480,-321.228
0.703,0.371,-1.141,241.882,3.784,-339.050
0.642,0.266,-1.182,228.638,-63.965,-324.585
0.438,-0.072,-1.165,210.632,-82.031,-292.358
0.355,-0.257,-1.109,157.471,-113.525,-217.773
0.281,-0.499,-0.967,132.202,-132.629,-192.932
0.200,-0.575,-0.893,80.688,-180.847,-168.274
0.086,-0.773,-0.705,52.673,-207.764,-153.687
0.075,-0.887,-0.608,6.897,-249.084,-106.812
0.069,-0.979,-0.370,-13.489,-257.935,-81.116
0.054,-0.953,-0.228,-61.707,-252.014,-36.072
-0.018,-0.827,0.104,-99.365,-243.958,-15.381
-0.028,-0.756,0.329,-212.585,-218.445,31.372
0.185,-0.704,0.942,-267.029,-189.026,60.364
0.316,-0.691,1.230,-303.772,-144.714,91.492
0.441,-0.567,1.676,-289.124,-32.410,158.264
0.552,-0.560,1.843,-255.188,7.507,192.566
0.707,-0.420,1.908,-255.859,31.189,230.713
0.928,0.218,1.684,-238.098,63.110,242.981
1.022,0.534,1.486,-181.763,166.138,244.141
1.112,1.040,1.061,-172.363,218.079,225.769
1.137,1.216,0.837,-160.156,314.941,160.217
1.254,1.353,0.432,-133.545,356.750,117.432
1.223,1.238,0.318,-50.964,375.610,2.319
0.984,0.806,0.080,-4.333,335.876,-71.472
0.869,0.642,-0.110,52.368,277.527,-142.090
0.836,0.549,-0.366,161.133,164.429,-239.014
0.967,0.491,-0.900,219.666,147.217,-254.700
0.961,0.380,-1.019,296.509,154.846,-250.122
0.702,0.249,-1.205,276.428,136.963,-246.887
0.607,0.152,-1.273,178.467,73.059,-219.482
0.464,-0.202,-1.213,120.972,34.607,-190.002
0.447,-0.405,-1.134,26.489,-34.058,-113.831
0.417,-0.749,-0.937,-8.240,-62.134,-79.590
0.400,-0.823,-0.821,-36.743,-81.726,-51.697
0.407,-0.750,-0.676,-88.806,-85.693,-6.470
0.395,-0.656,-0.638,-126.892,-77.820,15.930
0.375,-0.575,-0.559,-254.456,-62.500,66.833
0.459,-0.499,-0.277,-326.111,-50.293,93.018
0.527,-0.476,-0.132,-422.424,-3.296,140.747
0.515,-0.387,0.189,-441.895,29.602,163.635
0.547,-0.347,0.317,-424.194,106.506,203.674
0.704,-0.226,0.361,-400.085,143.188,218.750
0.758,-0.120,0.319,-354.004,202.454,230.286
0.777,0.160,0.193,-337.891,231.628,230.041
0.745,0.294,0.108,-312.622,293.335,224.609
0.707,0.431,-0.154,-297.058,319.580,216.919
0.714,0.448,-0.307,-278.198,341.125,203.491
0.697,0.436,-0.462,-223.389,370.483,162.109
0.528,0.423,-0.703,-186.279,375.854,142.944
0.477,0.421,-0.819,-115.051,352.844,110.718
0.397,0.405,-1.009,-88.196,332.458,96.619
0.357,0.407,-1.075,-45.837,273.071,67.871
0.254,0.440,-1.223,-31.067,241.333,55.359
0.240,0.401,-1.284,-22.644,178.101,38.513
0.239,0.288,-1.394,-22.766,148.193,33.875
0.218,0.292,-1.439,-24.597,121.887,30.273
0.213,0.307,-1.438,-32.043,85.022,22.644
0.232,0.265,-1.332,-31.738,72.693,16.663
0.222,0.233,-1.291,-14.771,49.988,8.484
0.233,0.200,-1.258,-3.845,38.025,8.362
0.252,0.200,-1.244,7.141,18.372,7.874
0.272,0.208,-1.195,5.615,13.245,5.249
0.262,0.201,-1.168,0.305,12.634,-0.610
0.254,0.179,-1.130,-1.160,13.428,-1.526
0.257,0.159,-1.112,-2.930,12.817,-1.038
0.264,0.142,-1.064,-5.432,5.615,0.916
0.270,0.139,-1.043,-4.883,0.793,1.343
0.271,0.144,-1.030,-2.686,-4.700,0.366
0.271,0.148,-1.012,-4.272,-5.127,-1.038
0.269,0.135,-0.995,-10.498,-4.211,-4.700
0.261,0.095,-0.941,-10.193,-3.357,-6.470
0.253,0.088,-0.928,-1.038,-1.648,-6.836
0.256,0.106,-0.948,1.953,-0.916,-5.066
0.263,0.114,-0.964,-5.127,0.732,-1.343
0.281,0.081,-0.937,-11.108,1.526,-0.671
0.281,0.064,-0.922,-13.550,1.709,-1.404
0.265,0.064,-0.924,-4.456,2.441,-3.723

0.983,0.930,0.867,-188.721,127.686,205.505
1.147,1.065,0.758,-218.018,199.524,177.917
1.330,1.212,0.533,-215.393,246.948,154.663
1.323,1.240,0.388,-164.062,325.745,90.332
1.355,1.157,0.239,-106.201,353.577,56.274
1.229,1.079,0.220,-29.053,364.685,23.376
1.059,1.020,0.116,99.365,295.044,-55.237
1.043,1.055,-0.346,133.789,235.291,-98.022
1.170,1.042,-0.475,185.913,179.932,-155.151
1.170,0.852,-0.569,199.768,169.678,-177.856
1.086,0.767,-0.636,215.027,151.123,-222.290
0.856,0.700,-0.883,224.426,143.005,-242.249
0.762,0.650,-1.027,209.900,88.684,-285.339
0.767,0.344,-1.092,185.608,40.405,-307.373
0.768,0.179,-1.052,171.692,-2.686,-320.740
0.708,0.066,-1.021,190.308,-46.082,-312.683
0.539,-0.054,-1.058,196.167,-55.542,-298.340
0.443,-0.119,-1.102,149.292,-93.384,-264.465
0.309,-0.363,-1.054,106.140,-127.319,-243.286
0.290,-0.514,-0.943,40.710,-184.021,-189.453
0.284,-0.746,-0.755,25.452,-198.730,-165.039
0.254,-0.822,-0.681,13.123,-215.698,-128.357
0.174,-0.909,-0.524,6.958,-220.825,-111.328
0.130,-0.913,-0.420,-20.508,-227.539,-72.388
0.062,-0.871,-0.225,-41.504,-227.539,-51.025
0.056,-0.858,-0.128,-86.609,-222.046,-4.761
0.063,-0.757,0.125,-117.554,-219.421,17.395
0.095,-0.697,0.292,-157.471,-215.881,37.720
0.198,-0.610,0.767,-226.685,-187.561,81.909
0.305,-0.598,1.016,-238.525,-150.574,104.797
0.422,-0.573,1.168,-222.656,-41.748,141.113
0.556,-0.454,1.434,-192.322,14.954,160.889
0.655,-0.454,1.497,-191.956,51.636,186.096
0.648,-0.046,1.411,-215.820,54.138,197.815
0.766,0.121,1.326,-213.257,102.112,230.713
1.048,0.446,1.063,-208.618,136.963,235.901
1.145,0.629,0.907,-205.444,177.185,230.591
1.184,0.812,0.744,-186.890,273.315,196.289
1.254,1.156,0.412,-168.579,319.824,169.556
1.286,1.250,0.302,-82.397,377.747,90.271
1.077,1.077,0.103,-22.949,368.286,30.823
0.943,0.936,0.000,64.392,277.954,-97.412
0.848,0.795,-0.193,94.360,216.309,-147.278
0.872,0.730,-0.455,171.020,120.544,-191.895
1.148,0.424,-0.847,208.496,116.150,-201.233
1.105,0.313,-0.954,223.694,114.746,-214.905
1.002,0.227,-1.028,200.378,91.492,-244.751
0.777,0.062,-1.006,189.087,72.388,-254.944
0.675,-0.037,-1.008,174.133,-0.916,-247.864
0.598,-0.230,-1.072,161.255,-39.795,-220.642
0.589,-0.312,-1.082,106.995,-92.407,-137.451
0.540,-0.534,-0.924,73.975,-111.328,-96.619
0.478,-0.608,-0.785,17.151,-132.629,-39.001
0.417,-0.627,-0.625,-10.071,-140.564,-24.414
0.436,-0.653,-0.582,-62.866,-155.334,-0.977
0.453,-0.656,-0.413,-91.492,-153.076,14.893
0.472,-0.613,-0.309,-163.025,-119.263,46.448
0.523,-0.477,-0.118,-203.369,-93.445,58.411
0.509,-0.405,-0.012,-245.789,-67.078,68.726
0.472,-0.328,0.096,-331.543,-16.418,92.529
0.520,-0.236,0.337,-363.037,11.475,108.154
0.599,-0.237,0.471,-378.479,68.420,144.592
0.733,-0.255,0.644,-361.145,94.177,160.950
0.785,-0.196,0.641,-316.467,138.123,180.847
0.860,0.095,0.441,-304.626,163.757,185.913
0.874,0.272,0.311,-303.711,232.178,188.232
0.830,0.590,-0.002,-314.331,268.799,184.387
0.844,0.653,-0.171,-327.576,299.561,175.659
0.856,0.594,-0.450,-318.115,346.191,148.804
0.848,0.518,-0.552,-283.386,379.517,135.071
0.842,0.467,-0.614,-204.590,428.711,102.356
0.706,0.412,-0.691,-177.490,416.748,75.745
0.578,0.372,-0.725,-132.996,347.290,26.733
0.248,0.329,-0.938,-107.422,315.430,19.470
0.202,0.309,-1.120,-75.623,262.939,24.414
0.298,0.246,-1.349,-75.928,233.276,23.254
0.328,0.219,-1.353,-82.458,203.003,17.578
0.288,0.149,-1.238,-87.219,156.433,-0.366
0.230,0.115,-1.196,-79.102,139.893,-8.545
0.172,0.096,-1.208,-54.382,110.046,-11.047
0.157,0.070,-1.281,-46.631,95.947,-7.202
0.166,0.061,-1.284,-43.396,72.327,-3.662
0.149,0.051,-1.276,-44.250,62.805,-5.249
0.157,0.034,-1.254,-40.588,42.358,-11.353
0.143,-0.009,-1.185,-33.142,33.630,-14.038
0.141,-0.003,-1.167,-18.738,24.353,-12.390
0.191,0.028,-1.143,-19.531,21.851,-9.827
0.208,0.015,-1.109,-30.273,18.921,-9.216
0.201,-0.041,-1.031,-31.311,18.677,-10.559
0.185,-0.059,-1.018,-27.222,19.165,-11.414
0.178,-0.063,-1.034,-14.343,17.639,-11.353
0.180,-0.064,-1.052,-11.047,14.587,-11.292
0.176,-0.066,-1.041,-10.376,9.705,-9.521
0.188,-0.076,-1.007,-10.376,8.484,-7.507
0.198,-0.078,-0.994,-10.071,6.714,-4.333
0.204,-0.089,-0.964,-9.521,6.165,-4.028
0.210,-0.097,-0.955,-2.197,7.019,-4.944
0.195,-0.080,-0.964,2.930,7.446,-5.249
0.198,-0.062,-0.977,5.005,7.141,-3.357
0.208,-0.053,-0.989,1.648,6.714,-2.380
0.208,-0.065,-0.979,-4.883,6.653,-0.793
0.201,-0.083,-0.966,-4.822,7.080,0.427
0.200,-0.079,-0.972,-2.930,6.897,1.770
0.198,-0.058,-0.983,2.075,4.517,2.197
0.192,-0.046,-0.988,3.723,3.662,1.587
0.186,-0.035,-0.994,5.432,4.211,0.183
0.185,-0.027,-1.005,5.066,4.639,-0.793
0.184,-0.030,-1.003,3.174,4.883,-2.747
0.176,-0.042,-1.000,2.686,4.883,-2.808
0.174,-0.045,-1.010,1.526,1.892,-0.610
0.180,-0.045,-1.029,-0.427,-0.854,0.916
0.186,-0.048,-1.026,-4.456,-3.235,2.686
0.186,-0.055,-1.010,-4.578,-2.747,2.380
0.181,-0.052,-1.002,0.244,-2.014,0.183
0.176,-0.037,-0.997,3.174,-2.136,-1.282
0.179,-0.036,-0.994,4.883,-2.563,-2.869
0.179,-0.049,-0.995,4.822,-3.052,-4.150
0.182,-0.057,-0.997,3.601,-3.052,-2.991
0.185,-0.062,-0.998,-1.831,-2.686,-0.061

0.099,0.598,-1.864,137.451,-177.795,-154.419
0.121,0.574,-1.806,144.104,-241.699,-192.627
0.178,0.563,-1.608,141.541,-259.155,-206.787
0.211,0.559,-1.517,129.395,-286.560,-234.253
0.218,0.484,-1.337,122.498,-302.979,-249.329
0.247,0.412,-1.234,109.802,-342.407,-285.645
0.309,0.181,-0.977,107.178,-359.375,-306.519
0.313,0.097,-0.875,110.352,-367.371,-327.759
0.182,-0.005,-0.778,114.807,-355.469,-369.812
0.057,-0.100,-0.753,104.431,-348.999,-387.817
-0.049,-0.218,-0.696,70.007,-335.266,-383.423
-0.210,-0.498,-0.538,52.856,-324.829,-358.948
-0.251,-0.667,-0.443,21.790,-327.820,-300.720
-0.330,-0.997,-0.315,12.878,-333.313,-274.170
-0.331,-1.123,-0.286,4.395,-333.435,-219.482
-0.390,-1.303,-0.195,3.052,-326.660,-190.124
-0.437,-1.339,-0.184,-8.789,-299.438,-130.005
-0.503,-1.416,-0.141,-29.968,-283.081,-97.046
-0.517,-1.425,-0.049,-89.661,-249.573,-25.146
-0.507,-1.292,0.227,-117.920,-231.384,11.780
-0.505,-1.171,0.419,-173.767,-191.833,93.872
-0.276,-1.115,0.967,-207.947,-179.321,135.132
-0.092,-0.979,1.128,-280.151,-152.832,186.340
0.048,-0.611,1.309,-266.968,-106.323,208.252
0.118,-0.415,1.362,-235.535,-52.979,231.384
0.187,-0.197,1.412,-184.814,33.997,273.499
0.420,0.279,1.407,-171.326,70.618,287.048
0.628,0.488,1.330,-161.621,152.527,287.842
0.989,0.786,1.170,-165.344,191.589,269.043
1.052,0.910,1.055,-158.264,253.052,203.430
1.150,1.121,0.816,-140.625,279.358,168.213
1.166,1.223,0.684,-88.745,328.674,111.633
1.064,1.300,0.410,-54.932,346.619,86.182
1.034,1.265,0.213,-20.203,346.436,53.040
1.107,1.210,-0.017,20.935,280.396,-43.274
1.221,1.093,-0.367,26.306,229.736,-98.022
1.239,1.021,-0.491,126.526,215.149,-164.551
1.230,0.653,-0.594,180.115,223.877,-186.523
1.142,0.546,-0.738,216.675,189.453,-239.136
0.933,0.479,-1.256,216.370,159.912,-263.550
0.914,0.409,-1.464,188.538,92.529,-292.786
0.816,0.115,-1.581,161.682,54.626,-290.771
0.754,-0.052,-1.529,132.812,21.606,-276.489
0.650,-0.199,-1.457,85.632,-28.015,-226.929
0.443,-0.424,-1.288,68.420,-53.467,-199.951
0.381,-0.507,-1.203,41.748,-119.995,-155.212
0.330,-0.647,-1.004,33.264,-153.137,-137.146
0.331,-0.683,-0.915,29.236,-193.665,-105.225
0.292,-0.732,-0.783,30.518,-201.172,-90.454
0.243,-0.727,-0.733,14.221,-213.623,-64.758
0.185,-0.680,-0.641,-12.085,-221.802,-55.237
0.151,-0.678,-0.572,-84.167,-231.567,-36.011
0.074,-0.673,-0.341,-122.192,-230.591,-23.437
0.047,-0.680,-0.186,-177.917,-217.590,7.751
0.084,-0.659,0.183,-190.857,-209.412,26.794
0.109,-0.602,0.359,-199.280,-199.890,46.387
0.119,-0.539,0.514,-211.609,-160.522,87.463
0.177,-0.394,0.771,-222.961,-135.498,108.704
0.185,-0.310,0.937,-252.624,-89.416,152.466
0.272,-0.125,1.351,-266.907,-68.115,174.194
0.343,-0.026,1.540,-255.798,-11.963,212.769
0.628,0.162,1.697,-224.060,23.926,223.511
